index,time_taken
0,0.41097307205200195
1,0.48656368255615234
2,0.24264144897460938
3,0.3585703372955322
4,0.6412632465362549
5,0.3500804901123047
6,0.36238884925842285
7,0.35973310470581055
8,0.35433125495910645
9,0.4737076759338379
10,0.5220153331756592
11,0.42118382453918457
12,0.39632225036621094
13,0.567694902420044
14,0.2067396640777588
15,0.21217775344848633
16,0.2847886085510254
17,0.1355752944946289
18,0.42446398735046387
19,0.40624308586120605
20,0.44593381881713867
21,0.5861978530883789
22,0.40119171142578125
23,0.2965078353881836
24,0.3827211856842041
25,0.4122123718261719
26,0.1896839141845703
27,0.5484697818756104
28,0.5070428848266602
29,0.3762686252593994
30,0.5923011302947998
31,0.3596823215484619
32,0.3752870559692383
33,0.38550353050231934
34,0.30096912384033203
35,0.40624523162841797
36,0.469954252243042
37,0.5031764507293701
38,0.2813282012939453
39,0.48671436309814453
40,0.5079834461212158
41,0.6074450016021729
42,0.6317093372344971
43,0.11482787132263184
44,0.4777712821960449
45,0.368483304977417
46,0.44331955909729004
47,0.2725949287414551
48,0.514578104019165
49,0.5526227951049805
50,0.764542818069458
51,0.3408970832824707
52,0.3072035312652588
53,0.5546867847442627
54,0.5214095115661621
55,0.3893122673034668
56,0.29541635513305664
57,0.6099004745483398
58,0.5666556358337402
59,0.31453704833984375
60,0.35677170753479004
61,0.3717653751373291
62,0.47087955474853516
63,0.33579397201538086
64,0.2934126853942871
65,0.2408008575439453
66,0.32906508445739746
67,0.35811567306518555
68,0.5357294082641602
69,0.3607022762298584
70,0.2904067039489746
71,0.5264654159545898
72,0.32932043075561523
73,0.3491818904876709
74,0.2307605743408203
75,0.24426817893981934
76,0.42989444732666016
77,0.40386104583740234
78,0.3396720886230469
79,0.39447975158691406
80,0.4552347660064697
81,0.5110132694244385
82,0.5927238464355469
83,0.23188185691833496
84,0.3520197868347168
85,0.40957140922546387
86,0.2964820861816406
87,0.3150022029876709
88,0.3023719787597656
89,0.2691152095794678
90,0.32179951667785645
91,0.45412182807922363
92,0.35933375358581543
93,0.3356587886810303
94,0.20467257499694824
95,0.25075721740722656
96,0.3212752342224121
97,0.5895094871520996
98,0.3157186508178711
99,0.5010910034179688
