index,time_taken
0,41.48304629325867
1,40.77253341674805
2,39.564754486083984
3,42.158989667892456
4,43.34224081039429
5,43.3407084941864
6,43.375869035720825
7,41.83605694770813
8,42.22600769996643
9,43.0395929813385
10,43.21058130264282
11,42.37723779678345
12,43.74819087982178
13,41.49190425872803
14,41.634663105010986
15,41.46378517150879
16,40.41041016578674
17,42.22599816322327
18,41.84623694419861
19,44.1148943901062
20,41.19891667366028
21,42.59918928146362
22,43.56406593322754
23,40.910577058792114
24,40.62970423698425
25,41.1622679233551
26,44.66656756401062
27,41.21443033218384
28,40.43565773963928
29,44.36275863647461
30,43.8417067527771
31,41.89042854309082
32,45.670546531677246
33,42.12071251869202
34,39.87508845329285
35,42.837360858917236
36,42.250136375427246
37,40.5164532661438
38,42.90891408920288
39,39.80022954940796
40,44.097840309143066
41,42.97459363937378
42,43.958916425704956
43,44.30708837509155
44,40.145899295806885
45,44.18190956115723
46,41.93922400474548
47,42.98372769355774
48,42.500728368759155
49,42.095463037490845
50,42.89958119392395
51,40.16736125946045
52,42.0705726146698
53,44.70716428756714
54,41.370139360427856
55,42.63526010513306
56,42.5225625038147
57,40.54901456832886
58,43.17482948303223
59,42.61566162109375
60,43.75446891784668
61,43.374401330947876
62,42.8870792388916
63,41.71969771385193
64,42.35351228713989
65,41.53908395767212
66,40.98134398460388
67,43.29741382598877
68,40.89005899429321
69,42.566858530044556
70,41.97729802131653
71,42.434120416641235
72,43.44697952270508
73,41.02965211868286
74,42.288970947265625
75,41.817938804626465
76,42.34926414489746
77,42.1245391368866
78,41.62790608406067
79,43.08704733848572
80,43.267014265060425
81,42.00442934036255
82,41.475947856903076
83,43.0079562664032
84,42.013195753097534
85,42.70549988746643
86,42.207725048065186
87,40.42332577705383
88,43.935590744018555
89,43.15591239929199
90,42.81474280357361
91,42.10855555534363
92,39.92078709602356
93,41.743592739105225
94,42.87425255775452
95,43.223175287246704
96,43.94508600234985
97,45.193185806274414
98,40.84085774421692
99,43.53105139732361
