index,time_taken
0,9.443340063095093
1,9.556883811950684
2,8.485193014144897
3,8.100108861923218
4,9.00056266784668
5,8.87496542930603
6,8.269094467163086
7,8.492796421051025
8,8.669284105300903
9,8.965532064437866
10,8.331812620162964
11,8.50462818145752
12,8.326371431350708
13,9.696237325668335
14,8.171436309814453
15,8.133859395980835
16,8.510905504226685
17,8.369189023971558
18,8.745060205459595
19,8.243502855300903
20,8.027770280838013
21,8.598189353942871
22,8.742145299911499
23,8.875359296798706
24,8.267234086990356
25,8.396347761154175
26,9.414655208587646
27,8.606502056121826
28,8.534576654434204
29,8.830904483795166
30,8.214401960372925
31,8.582787036895752
32,8.218811750411987
33,8.756708860397339
34,9.285737991333008
35,8.18533992767334
36,8.965141773223877
37,8.703365325927734
38,8.442989110946655
39,8.594133138656616
40,9.009485960006714
41,8.693350315093994
42,9.175833702087402
43,8.857944965362549
44,8.505556583404541
45,8.600933074951172
46,9.959483861923218
47,8.07452130317688
48,8.281996965408325
49,9.395246505737305
50,8.281509160995483
51,8.663957118988037
52,9.01813530921936
53,8.543520212173462
54,9.145594835281372
55,9.471766948699951
56,8.882161140441895
57,9.164413928985596
58,8.421555042266846
59,8.36876893043518
60,8.479015827178955
61,8.333154201507568
62,8.554880380630493
63,8.798122882843018
64,8.555617809295654
65,8.616342306137085
66,8.758075714111328
67,9.691105604171753
68,8.532838106155396
69,8.575074672698975
70,9.42493486404419
71,9.26981520652771
72,9.098159313201904
73,8.325889348983765
74,8.854341268539429
75,8.185179233551025
76,8.725632429122925
77,9.930229187011719
78,8.581725120544434
79,9.176658630371094
80,9.631546258926392
81,9.199179410934448
82,9.115351915359497
83,8.75450873374939
84,7.639083385467529
85,8.47104287147522
86,8.871549606323242
87,8.10927963256836
88,8.889193773269653
89,8.718754529953003
90,9.106552839279175
91,8.971646785736084
92,8.323484897613525
93,8.853002548217773
94,8.87176251411438
95,8.221644163131714
96,8.440379619598389
97,9.097058534622192
98,8.559889554977417
99,8.52570629119873
