index,time_taken
0,3.3647046089172363
1,0.3430919647216797
2,0.00910806655883789
3,0.07656121253967285
4,0.04662728309631348
5,0.0915682315826416
6,0.019658803939819336
7,0.015713930130004883
8,0.18155956268310547
9,0.056070804595947266
10,0.07056713104248047
11,0.04939079284667969
12,0.016903400421142578
13,0.08309459686279297
14,0.006799221038818359
15,0.009989738464355469
16,0.5713064670562744
17,0.17957282066345215
18,0.16797637939453125
19,0.19347071647644043
20,0.1799309253692627
21,0.0505833625793457
22,0.232529878616333
23,0.03415822982788086
24,0.07610225677490234
25,0.1595611572265625
26,0.07544207572937012
27,0.010546684265136719
28,0.1542835235595703
29,0.1522512435913086
30,0.10987687110900879
31,0.25910305976867676
32,0.014729738235473633
33,0.17846417427062988
34,0.23645615577697754
35,0.1560683250427246
36,0.3062434196472168
37,0.03869032859802246
38,0.1629781723022461
39,0.13732504844665527
40,0.014084339141845703
41,0.18153810501098633
42,0.3383617401123047
43,0.12175822257995605
44,0.06299328804016113
45,0.128373384475708
46,0.025187015533447266
47,0.2353217601776123
48,0.09547638893127441
49,0.07150411605834961
50,0.038637399673461914
51,0.10903501510620117
52,0.08375096321105957
53,0.09957289695739746
54,0.10640716552734375
55,0.22716927528381348
56,0.12163734436035156
57,0.05829930305480957
58,0.04948902130126953
59,0.0428926944732666
60,0.3194117546081543
61,0.1398000717163086
62,0.24788379669189453
63,0.08786129951477051
64,0.400860071182251
65,0.07007575035095215
66,0.13620424270629883
67,0.10529160499572754
68,0.0653071403503418
69,0.1952989101409912
70,0.07562494277954102
71,0.3323204517364502
72,0.14804458618164062
73,0.12724876403808594
74,0.011875629425048828
75,0.03315019607543945
76,0.010410547256469727
77,0.014219522476196289
78,0.009706258773803711
79,0.3571338653564453
80,0.1112515926361084
81,0.006412029266357422
82,0.3633730411529541
83,0.05864357948303223
84,0.41890430450439453
85,0.0666346549987793
86,0.051570892333984375
87,0.01425313949584961
88,0.017031192779541016
89,0.07731127738952637
90,0.027089357376098633
91,0.06256628036499023
92,0.0308837890625
93,0.09467887878417969
94,0.015464067459106445
95,0.021607637405395508
96,0.05010533332824707
97,0.24908781051635742
98,0.07054615020751953
99,0.2678565979003906
