index,time_taken
0,4.691627264022827
1,5.042606592178345
2,4.17486047744751
3,4.460644721984863
4,4.068092346191406
5,5.36830735206604
6,4.752655744552612
7,3.744049549102783
8,4.700249910354614
9,4.522075176239014
10,4.120086908340454
11,4.408161401748657
12,5.190314292907715
13,4.652251243591309
14,3.608027935028076
15,5.5545313358306885
16,4.128859758377075
17,4.669744253158569
18,4.279614210128784
19,3.6814002990722656
20,4.353925466537476
21,4.5103919506073
22,4.349909067153931
23,4.323298931121826
24,4.532566547393799
25,4.588973045349121
26,4.757060289382935
27,4.134300231933594
28,4.471534967422485
29,4.851654291152954
30,4.528273582458496
31,4.499511241912842
32,5.000472784042358
33,4.0831968784332275
34,4.556429386138916
35,4.230465650558472
36,4.803184747695923
37,4.25336217880249
38,4.257086515426636
39,5.0726563930511475
40,4.495862722396851
41,3.7177789211273193
42,4.478066682815552
43,4.89180588722229
44,4.668963193893433
45,4.955939292907715
46,3.558901071548462
47,4.197392702102661
48,4.414640665054321
49,4.394299030303955
50,5.0257790088653564
51,4.0747270584106445
52,4.359611511230469
53,4.773449420928955
54,4.35034704208374
55,4.391903400421143
56,4.478439807891846
57,4.8429484367370605
58,4.644647121429443
59,4.354044437408447
60,5.072824478149414
61,4.7812819480896
62,5.155237197875977
63,4.376815319061279
64,4.388124227523804
65,4.366265058517456
66,5.231354475021362
67,4.851579427719116
68,5.3327484130859375
69,5.373678207397461
70,4.54415225982666
71,4.162802696228027
72,4.649891138076782
73,4.917280197143555
74,4.47165060043335
75,5.077845811843872
76,4.524231433868408
77,3.8653571605682373
78,4.539010286331177
79,4.561344385147095
80,4.5771400928497314
81,3.5692474842071533
82,3.9150869846343994
83,4.393833637237549
84,3.8262243270874023
85,4.659388542175293
86,4.377917051315308
87,4.637871026992798
88,4.686138391494751
89,4.67941427230835
90,4.323385238647461
91,4.343334913253784
92,4.698124885559082
93,4.176928758621216
94,4.467816114425659
95,4.792492151260376
96,5.001959562301636
97,4.45324182510376
98,4.569716453552246
99,5.405473232269287
