record_index,timestamp,time_taken,cpu_usage,memory_usage,memory_free
94000,1542844468.3826532,1.51643967628479,34.3,4.167118072509766,7.711154937744141
95000,1542844469.89828,1.5156266689300537,35.5,4.1669921875,7.711280822753906
96000,1542844471.398276,1.4999961853027344,34.1,4.166889190673828,7.711383819580078
97000,1542844473.0857775,1.6875014305114746,48.8,4.172847747802734,7.705425262451172
98000,1542844474.976401,1.8906235694885254,60.8,4.171230316162109,7.707042694091797
99000,1542844476.4920235,1.5156223773956299,34.5,4.167453765869141,7.710819244384766
100000,1542844477.9920263,1.5000028610229492,37.0,4.167469024658203,7.710803985595703
101000,1542844479.5076475,1.5156211853027344,36.8,4.166900634765625,7.711372375488281
102000,1542844481.0076463,1.4999988079071045,34.3,4.167015075683594,7.7112579345703125
103000,1542844482.5232813,1.5156350135803223,36.0,4.166805267333984,7.711467742919922
104000,1542844484.0232828,1.5000014305114746,36.2,4.1667938232421875,7.711479187011719
105000,1542844485.523274,1.4999911785125732,32.7,4.166744232177734,7.711528778076172
106000,1542844487.0389047,1.5156307220458984,34.7,4.166706085205078,7.711566925048828
107000,1542844488.6795278,1.6406230926513672,47.0,4.168949127197266,7.709323883056641
108000,1542844490.6795278,2.0,76.0,4.199989318847656,7.67828369140625
109000,1542844492.3045237,1.6249959468841553,43.3,4.168010711669922,7.710262298583984
110000,1542844493.8045263,1.5000026226043701,35.2,4.167049407958984,7.711223602294922
111000,1542844495.3045304,1.5000040531158447,33.6,4.166587829589844,7.7116851806640625
112000,1542844496.8045247,1.4999942779541016,33.9,4.166561126708984,7.711711883544922
113000,1542844498.2897491,1.4852244853973389,36.1,4.166225433349609,7.712047576904297
114000,1542844499.789752,1.5000028610229492,35.2,4.16552734375,7.712745666503906
115000,1542844501.3209922,1.5312402248382568,33.3,4.165630340576172,7.712642669677734
116000,1542844502.8209975,1.5000052452087402,35.8,4.165565490722656,7.71270751953125
117000,1542844504.336622,1.5156245231628418,35.7,4.165565490722656,7.712711334228516
118000,1542844506.2585034,1.9218814373016357,59.8,4.197090148925781,7.681182861328125
119000,1542844507.8834949,1.6249914169311523,45.2,4.166332244873047,7.711940765380859
120000,1542844509.3991323,1.5156373977661133,33.2,4.166278839111328,7.711994171142578
121000,1542844510.8991256,1.4999933242797852,35.8,4.166126251220703,7.712146759033203
122000,1542844512.3991263,1.5000007152557373,35.2,4.166107177734375,7.712165832519531
123000,1542844513.8991237,1.4999973773956299,34.9,4.1661224365234375,7.712150573730469
124000,1542844515.41475,1.5156264305114746,37.6,4.165996551513672,7.712276458740234
125000,1542844516.9163208,1.501570701599121,34.4,4.165931701660156,7.71234130859375
126000,1542844518.41632,1.4999992847442627,35.7,4.165802001953125,7.712471008300781
127000,1542844519.9632015,1.5468814373016357,39.3,4.165374755859375,7.712898254394531
128000,1542844521.7913287,1.828127145767212,55.7,4.189189910888672,7.689083099365234
129000,1542844523.5413258,1.7499971389770508,50.4,4.165687561035156,7.71258544921875
130000,1542844525.0413196,1.4999938011169434,34.4,4.1656341552734375,7.712638854980469
131000,1542844526.5413253,1.5000057220458984,34.9,4.165557861328125,7.712715148925781
132000,1542844528.055707,1.5143816471099854,34.0,4.164604187011719,7.7136688232421875
133000,1542844529.5409255,1.4852185249328613,34.7,4.1645965576171875,7.713676452636719
134000,1542844531.0565462,1.5156207084655762,34.8,4.1645965576171875,7.713676452636719
135000,1542844532.5721705,1.5156242847442627,31.4,4.164608001708984,7.713665008544922
136000,1542844534.0721755,1.5000050067901611,38.6,4.164592742919922,7.713680267333984
137000,1542844535.5878007,1.515625238418579,35.7,4.164482116699219,7.7137908935546875
138000,1542844537.3221765,1.7343757152557373,52.3,4.17352294921875,7.704750061035156
139000,1542844539.1659267,1.843750238418579,59.7,4.168277740478516,7.709995269775391
140000,1542844540.6815498,1.5156230926513672,35.8,4.1654205322265625,7.712852478027344
141000,1542844542.1815507,1.5000009536743164,34.4,4.165397644042969,7.7128753662109375
142000,1542844543.6971707,1.5156199932098389,35.0,4.165325164794922,7.712947845458984
143000,1542844545.1971693,1.4999985694885254,35.4,4.165317535400391,7.712955474853516
144000,1542844546.6971679,1.4999985694885254,32.7,4.165283203125,7.712989807128906
145000,1542844548.2127948,1.5156269073486328,33.5,4.16522216796875,7.713050842285156
146000,1542844549.7752964,1.5625016689300537,38.2,4.165229797363281,7.713043212890625
147000,1542844551.306551,1.531254529953003,34.7,4.165157318115234,7.713115692138672
148000,1542844552.931549,1.6249980926513672,44.4,4.1706085205078125,7.707664489746094
149000,1542844554.8534255,1.9218764305114746,61.8,4.165763854980469,7.7125091552734375
150000,1542844556.3690462,1.5156207084655762,34.9,4.165668487548828,7.712604522705078
151000,1542844557.853426,1.484379768371582,33.9,4.165592193603516,7.712680816650391
152000,1542844559.368793,1.515367031097412,34.5,4.164985656738281,7.713287353515625
153000,1542844560.8687923,1.4999992847442627,34.3,4.165153503417969,7.7131195068359375
154000,1542844562.4440455,1.5752532482147217,39.4,4.1641387939453125,7.714134216308594
155000,1542844563.9284291,1.4843835830688477,34.1,4.1613616943359375,7.716911315917969
156000,1542844565.4440498,1.5156207084655762,36.9,4.160770416259766,7.717502593994141
157000,1542844566.975301,1.5312511920928955,37.1,4.160633087158203,7.717639923095703
158000,1542844568.6471777,1.6718766689300537,43.3,4.165702819824219,7.7125701904296875
159000,1542844570.5846753,1.937497615814209,62.8,4.145084381103516,7.733188629150391
160000,1542844572.178421,1.5937457084655762,41.6,4.113178253173828,7.765094757080078
161000,1542844573.678425,1.5000040531158447,35.7,4.1131439208984375,7.765129089355469
162000,1542844575.2565463,1.5781211853027344,43.2,4.11285400390625,7.765419006347656
163000,1542844576.7565532,1.500006914138794,37.2,4.112781524658203,7.765491485595703
164000,1542844578.2565503,1.4999971389770508,34.9,4.112438201904297,7.765834808349609
165000,1542844579.8034244,1.5468740463256836,38.0,4.1132965087890625,7.764976501464844
166000,1542844581.319047,1.515622615814209,35.1,4.1132659912109375,7.765007019042969
167000,1542844582.8034217,1.484374761581421,33.7,4.113288879394531,7.764984130859375
168000,1542844584.3659275,1.5625057220458984,37.1,4.113674163818359,7.764598846435547
169000,1542844586.3190506,1.9531230926513672,62.8,4.142662048339844,7.7356109619140625
170000,1542844587.9945889,1.6755383014678955,45.9,4.1158905029296875,7.762382507324219
171000,1542844589.4801452,1.4855563640594482,34.9,4.115745544433594,7.7625274658203125
172000,1542844590.9957674,1.5156221389770508,35.1,4.115604400634766,7.762668609619141
173000,1542844592.495762,1.4999947547912598,33.9,4.115364074707031,7.762908935546875
174000,1542844593.995762,1.5,35.2,4.115383148193359,7.762889862060547
175000,1542844595.5113883,1.5156261920928955,35.5,4.1153564453125,7.762916564941406
176000,1542844597.0113912,1.5000028610229492,34.8,4.114311218261719,7.7639617919921875
177000,1542844598.527018,1.5156269073486328,35.2,4.114116668701172,7.764156341552734
178000,1542844600.027012,1.4999940395355225,33.3,4.114101409912109,7.764171600341797
179000,1542844601.870766,1.8437538146972656,56.5,4.137813568115234,7.740459442138672
180000,1542844603.6207619,1.7499959468841553,50.4,4.11676025390625,7.761512756347656
181000,1542844605.12077,1.5000081062316895,36.3,4.114276885986328,7.763996124267578
182000,1542844606.6494672,1.5130772590637207,36.9,4.1133880615234375,7.764884948730469
183000,1542844608.1338384,1.4843711853027344,33.6,4.1134185791015625,7.764854431152344
184000,1542844609.7275856,1.5937471389770508,42.5,4.113739013671875,7.764533996582031
185000,1542844611.305718,1.5781323909759521,40.6,4.101081848144531,7.777191162109375
186000,1542844612.8213427,1.515624761581421,36.2,4.101070404052734,7.777202606201172
187000,1542844614.3525913,1.5312485694885254,31.4,4.100898742675781,7.777374267578125
188000,1542844615.8525846,1.4999933242797852,33.4,4.100852966308594,7.7774200439453125
189000,1542844617.6527061,1.800121545791626,65.9,4.112186431884766,7.766086578369141
190000,1542844619.51847,1.8657639026641846,58.4,4.107330322265625,7.770942687988281
191000,1542844621.034088,1.4999773502349854,33.8,4.106777191162109,7.771495819091797
192000,1542844622.534087,1.4999990463256836,36.9,4.107025146484375,7.771247863769531
193000,1542844624.0497198,1.5156328678131104,35.8,4.107082366943359,7.771190643310547
194000,1542844625.5340946,1.484374761581421,36.1,4.10711669921875,7.771156311035156
195000,1542844627.0340946,1.5,32.8,4.107170104980469,7.7711029052734375
196000,1542844628.5340893,1.4999947547912598,37.0,4.107208251953125,7.771064758300781
197000,1542844630.0497153,1.499999761581421,33.5,4.107212066650391,7.771060943603516
198000,1542844631.5497193,1.5000040531158447,33.8,4.106239318847656,7.77203369140625
199000,1542844633.237223,1.6875035762786865,50.7,4.12115478515625,7.757118225097656
200000,1542844635.1278384,1.890615463256836,59.3,4.115108489990234,7.763164520263672
201000,1542844636.6434634,1.515625,35.6,4.108818054199219,7.7694549560546875
202000,1542844638.1590972,1.5156338214874268,33.5,4.1087646484375,7.769508361816406
203000,1542844639.7059672,1.5468699932098389,38.1,4.108638763427734,7.769634246826172
204000,1542844641.2215939,1.5156266689300537,37.4,4.1084747314453125,7.769798278808594
205000,1542844642.7372186,1.515624761581421,35.2,4.108776092529297,7.769496917724609
206000,1542844644.2372158,1.4999971389770508,33.3,4.1087799072265625,7.769493103027344
207000,1542844645.7528436,1.5156278610229492,35.8,4.108676910400391,7.769596099853516
208000,1542844647.2528367,1.499993085861206,35.8,4.108642578125,7.769630432128906
209000,1542844648.8882334,1.6353967189788818,46.3,4.111843109130859,7.766429901123047
210000,1542844650.8118048,1.9235713481903076,60.6,4.1472015380859375,7.731071472167969
211000,1542844652.3743052,1.5625004768371582,40.1,4.109699249267578,7.768573760986328
212000,1542844653.8743052,1.5,34.4,4.109611511230469,7.7686614990234375
213000,1542844655.3742976,1.4843673706054688,35.2,4.109439849853516,7.768833160400391
214000,1542844656.8586836,1.4843859672546387,39.9,4.109455108642578,7.768817901611328
215000,1542844658.3586805,1.4999969005584717,36.1,4.109714508056641,7.768558502197266
216000,1542844659.8586793,1.4999988079071045,37.3,4.109722137451172,7.768550872802734
217000,1542844661.3743036,1.5156242847442627,35.6,4.109642028808594,7.7686309814453125
218000,1542844662.8755565,1.5012528896331787,34.5,4.1095733642578125,7.768699645996094
219000,1542844664.3755572,1.5000007152557373,34.9,4.109539031982422,7.768733978271484
220000,1542844666.5005581,2.1250009536743164,89.4,4.137401580810547,7.740871429443359
221000,1542844668.4068065,1.8906230926513672,63.3,4.156089782714844,7.7221832275390625
222000,1542844670.3599327,1.9531261920928955,69.4,4.174346923828125,7.703926086425781
223000,1542844672.1880527,1.8281199932098389,58.1,4.227733612060547,7.650539398193359
224000,1542844673.8130596,1.625006914138794,42.6,4.1987457275390625,7.679527282714844
225000,1542844675.6724339,1.8593742847442627,60.5,4.195758819580078,7.682514190673828
226000,1542844677.5195725,1.8471386432647705,59.9,4.212596893310547,7.665676116943359
227000,1542844679.4318607,1.9122881889343262,63.5,4.183734893798828,7.694538116455078
228000,1542844681.4791174,2.0472567081451416,76.2,4.25360107421875,7.624671936035156
229000,1542844683.6041186,2.1250011920928955,86.6,4.2567291259765625,7.621543884277344
230000,1542844685.6041193,2.0000007152557373,74.7,4.226356506347656,7.65191650390625
231000,1542844687.5103705,1.9062511920928955,61.5,4.228767395019531,7.649505615234375
232000,1542844689.3697398,1.8593692779541016,57.2,4.230464935302734,7.647808074951172
233000,1542844691.1509912,1.7812514305114746,52.7,4.216644287109375,7.661628723144531
234000,1542844692.9791226,1.8281314373016357,53.4,4.210319519042969,7.6679534912109375
235000,1542844694.8697422,1.8906195163726807,60.3,4.207141876220703,7.671131134033203
236000,1542844696.7916183,1.9218761920928955,65.3,4.212924957275391,7.665348052978516
237000,1542844698.9009938,2.109375476837158,85.2,4.243324279785156,7.63494873046875
238000,1542844700.9166157,2.0156219005584717,76.2,4.227817535400391,7.650455474853516
239000,1542844702.8072429,1.890627145767212,61.0,4.220252990722656,7.65802001953125
240000,1542844704.7291164,1.9218735694885254,61.9,4.218467712402344,7.6598052978515625
241000,1542844706.5416183,1.8125019073486328,54.2,4.210994720458984,7.667278289794922
242000,1542844708.3123682,1.770749807357788,54.4,4.227348327636719,7.6509246826171875
243000,1542844710.2342465,1.9218783378601074,67.8,4.244102478027344,7.6341705322265625
244000,1542844711.9529924,1.7187459468841553,51.4,4.234600067138672,7.643672943115234
245000,1542844714.0311208,2.0781283378601074,83.1,4.26910400390625,7.609169006347656
246000,1542844716.3123713,2.281250476837158,99.8,4.275653839111328,7.602619171142578
247000,1542844718.593621,2.281249761581421,100.0,4.240409851074219,7.6378631591796875
248000,1542844720.734244,2.140623092651367,89.9,4.239505767822266,7.638767242431641
249000,1542844722.73552,2.0012757778167725,74.5,4.237033843994141,7.641239166259766
250000,1542844724.79802,2.0625,76.4,4.233394622802734,7.644878387451172
251000,1542844726.8605165,2.0624966621398926,81.5,4.237697601318359,7.640575408935547
252000,1542844728.938645,2.0781283378601074,83.3,4.246707916259766,7.631565093994141
253000,1542844731.1417696,2.203124761581421,97.7,4.270908355712891,7.607364654541016
254000,1542844733.1105206,1.9687509536743164,69.6,4.234798431396484,7.643474578857422
255000,1542844734.9386435,1.828122854232788,59.6,4.163238525390625,7.715034484863281
256000,1542844736.954269,2.015625476837158,78.7,4.206794738769531,7.671478271484375
257000,1542844738.8750625,1.9207935333251953,67.0,4.217884063720703,7.660388946533203
258000,1542844740.9375625,2.0625,83.7,4.247642517089844,7.6306304931640625
259000,1542844742.5000663,1.5625038146972656,37.0,4.238964080810547,7.639308929443359
260000,1542844744.2813163,1.78125,57.3,4.239231109619141,7.639041900634766
261000,1542844746.4063163,2.125,88.4,4.254173278808594,7.6240997314453125
262000,1542844748.4063137,1.9999973773956299,74.3,4.230457305908203,7.647815704345703
263000,1542844750.2500632,1.8437495231628418,57.6,4.224147796630859,7.654125213623047
264000,1542844752.0781887,1.8281254768371582,54.3,4.212959289550781,7.665313720703125
265000,1542844753.9379141,1.8597254753112793,57.4,4.210002899169922,7.668270111083984
266000,1542844755.812915,1.8750009536743164,61.5,4.234275817871094,7.6439971923828125
267000,1542844757.4847925,1.671877384185791,44.8,4.206703186035156,7.67156982421875
268000,1542844759.172285,1.6874926090240479,44.6,4.197223663330078,7.681049346923828
269000,1542844760.9379132,1.7656280994415283,54.4,4.205005645751953,7.673267364501953
270000,1542844762.9379146,2.0000014305114746,75.2,4.22930908203125,7.648963928222656
271000,1542844764.7191641,1.7812495231628418,52.1,4.198066711425781,7.680206298828125
272000,1542844766.3597887,1.6406245231628418,41.8,4.210777282714844,7.6674957275390625
273000,1542844768.3445187,1.9847300052642822,75.8,4.228946685791016,7.649326324462891
274000,1542844770.3757677,2.0312490463256836,78.5,4.200603485107422,7.677669525146484
275000,1542844772.360143,1.984375238418579,73.9,4.1949920654296875,7.683280944824219
276000,1542844774.4226441,2.0625011920928955,81.2,4.210945129394531,7.667324066162109
277000,1542844776.5163941,2.09375,82.9,4.228977203369141,7.649295806884766
278000,1542844778.7351444,2.218750238418579,99.8,4.258373260498047,7.619899749755859
279000,1542844780.9070177,2.1718733310699463,92.6,4.233917236328125,7.644355773925781
280000,1542844783.0000029,2.092985153198242,82.7,4.224555969238281,7.653717041015625
281000,1542844785.1250055,2.12500262260437,85.6,4.228767395019531,7.649505615234375
282000,1542844787.250003,2.124997615814209,87.2,4.224082946777344,7.6541900634765625
283000,1542844789.3593798,2.1093766689300537,86.7,4.229427337646484,7.648845672607422
284000,1542844791.4687536,2.1093738079071045,99.3,4.2299346923828125,7.648338317871094
285000,1542844793.625003,2.156249523162842,99.6,4.246105194091797,7.632167816162109
286000,1542844795.7968795,2.1718764305114746,100.0,4.294467926025391,7.583805084228516
287000,1542844797.9379237,2.1410441398620605,94.3,4.221035003662109,7.657238006591797
288000,1542844800.063805,2.1258814334869385,84.4,4.231437683105469,7.6468353271484375
289000,1542844802.173179,2.1093738079071045,85.4,4.226940155029297,7.651332855224609
290000,1542844804.2825537,2.109374761581421,87.5,4.218578338623047,7.659694671630859
291000,1542844806.4231799,2.1406261920928955,86.4,4.212703704833984,7.665569305419922
292000,1542844808.5794303,2.156250476837158,88.6,4.219142913818359,7.659130096435547
293000,1542844810.7981808,2.218750476837158,100.0,4.237255096435547,7.641017913818359
294000,1542844813.001593,2.2034122943878174,95.3,4.220344543457031,7.657928466796875
295000,1542844815.1422193,2.1406261920928955,84.0,4.222480773925781,7.655788421630859
296000,1542844817.251593,2.1093738079071045,87.0,4.204261779785156,7.67401123046875
297000,1542844819.3922205,2.140627384185791,86.9,4.2138519287109375,7.664421081542969
298000,1542844821.5640943,2.1718738079071045,89.4,4.208709716796875,7.669563293457031
299000,1542844823.7203443,2.15625,87.2,4.2164306640625,7.661842346191406
300000,1542844825.9234722,2.203127861022949,95.1,4.234344482421875,7.643928527832031
301000,1542844828.1426125,2.2191402912139893,99.6,4.2219696044921875,7.656303405761719
302000,1542844830.2772114,2.134598970413208,84.9,4.211208343505859,7.667064666748047
303000,1542844832.4334605,2.1562490463256836,87.5,4.216747283935547,7.661525726318359
304000,1542844834.558462,2.1250014305114746,85.9,4.2266082763671875,7.651664733886719
305000,1542844836.7147105,2.1562485694885254,85.5,4.199272155761719,7.6790008544921875
306000,1542844838.8553367,2.1406261920928955,85.9,4.201442718505859,7.676830291748047
307000,1542844841.0428383,2.1875016689300537,94.7,4.215076446533203,7.663196563720703
308000,1542844843.2615905,2.218752145767212,99.6,4.241218566894531,7.637054443359375
309000,1542844845.417838,2.156247615814209,90.2,4.202949523925781,7.675323486328125
310000,1542844847.5428362,2.124998092651367,84.9,4.207363128662109,7.670909881591797
311000,1542844849.6522112,2.109375,86.9,4.203388214111328,7.674884796142578
312000,1542844851.6678371,2.0156259536743164,74.4,4.203632354736328,7.674640655517578
313000,1542844853.5740852,1.9062480926513672,60.9,4.206630706787109,7.671642303466797
314000,1542844855.5115838,1.9374985694885254,66.1,4.201656341552734,7.676616668701172
315000,1542844857.5428371,2.0312533378601074,73.7,4.222175598144531,7.656097412109375
316000,1542844859.6435275,2.1006903648376465,88.7,4.259986877441406,7.618282318115234
317000,1542844861.6340108,1.990483283996582,71.7,4.202934265136719,7.6753387451171875
318000,1542844863.5558815,1.9218707084655762,63.2,4.2042388916015625,7.674034118652344
319000,1542844865.4621341,1.9062526226043701,60.5,4.200115203857422,7.678153991699219
320000,1542844867.3840084,1.9218742847442627,63.2,4.2041473388671875,7.674125671386719
321000,1542844869.2902596,1.9062511920928955,59.3,4.212867736816406,7.6654052734375
322000,1542844871.196511,1.9062514305114746,60.7,4.2012176513671875,7.677055358886719
323000,1542844873.1965115,2.000000476837158,69.2,4.21978759765625,7.658485412597656
324000,1542844875.3215091,2.124997615814209,86.1,4.245044708251953,7.633228302001953
325000,1542844877.2902584,1.9687492847442627,71.8,4.199352264404297,7.678920745849609
326000,1542844879.2121358,1.921877384185791,60.0,4.204486846923828,7.673786163330078
327000,1542844881.1496344,1.9374985694885254,64.3,4.204456329345703,7.6738128662109375
328000,1542844883.0715077,1.9218733310699463,61.9,4.2050628662109375,7.673210144042969
329000,1542844884.9933834,1.9218757152557373,60.0,4.199283599853516,7.678989410400391
330000,1542844886.9152613,1.9218778610229492,61.5,4.201129913330078,7.677143096923828
331000,1542844888.862668,1.9474067687988281,66.1,4.213836669921875,7.664436340332031
332000,1542844891.0189164,2.1562483310699463,86.4,4.239528656005859,7.638744354248047
333000,1542844893.0032923,1.9843759536743164,74.3,4.2039031982421875,7.674365997314453
334000,1542844894.8626654,1.8593730926513672,59.1,4.1882171630859375,7.690055847167969
335000,1542844896.5501697,1.6875042915344238,45.3,4.169044494628906,7.709228515625
336000,1542844898.3157918,1.7656221389770508,54.6,4.181999206542969,7.6962738037109375
337000,1542844900.0032954,1.6875035762786865,50.5,4.148323059082031,7.729949951171875
338000,1542844901.5189116,1.5156161785125732,36.6,4.146171569824219,7.7321014404296875
339000,1542844903.0189195,1.5000078678131104,34.5,4.145942687988281,7.732330322265625
340000,1542844904.5189195,1.5,33.7,4.145832061767578,7.732440948486328
341000,1542844906.4501488,1.9312293529510498,59.6,4.178180694580078,7.700092315673828
