record_index,timestamp,time_taken,cpu_usage,memory_usage,memory_free
0,1542844321.3190958,0.05047202110290527,16.7,4.102424621582031,7.775848388671875
1000,1542844322.803408,1.4843120574951172,36.1,4.100772857666016,7.777500152587891
2000,1542844324.303399,1.4999911785125732,34.6,4.100818634033203,7.777454376220703
3000,1542844325.7877796,1.4843804836273193,34.2,4.100849151611328,7.777423858642578
4000,1542844327.2877808,1.5000011920928955,36.5,4.100887298583984,7.777385711669922
5000,1542844328.9284046,1.6406238079071045,45.7,4.122550964355469,7.7557220458984375
6000,1542844330.850278,1.9218733310699463,64.0,4.117591857910156,7.76068115234375
7000,1542844332.3659058,1.5156278610229492,36.6,4.112064361572266,7.766208648681641
8000,1542844333.8502815,1.4843757152557373,36.8,4.112064361572266,7.766208648681641
9000,1542844335.365898,1.5156164169311523,36.3,4.112030029296875,7.766242980957031
10000,1542844336.8363695,1.4704716205596924,33.0,4.112056732177734,7.766216278076172
11000,1542844338.3363748,1.5000052452087402,34.1,4.111705780029297,7.766567230224609
12000,1542844339.883251,1.5468761920928955,40.5,4.112018585205078,7.766254425048828
13000,1542844341.3676248,1.4843738079071045,35.5,4.112033843994141,7.766239166259766
14000,1542844342.867625,1.500000238418579,36.1,4.112010955810547,7.766262054443359
15000,1542844344.398872,1.5312469005584717,38.4,4.114585876464844,7.7636871337890625
16000,1542844346.3207462,1.9218742847442627,63.9,4.13983154296875,7.738441467285156
17000,1542844347.945741,1.6249947547912598,42.7,4.113685607910156,7.76458740234375
18000,1542844349.5324512,1.5867102146148682,43.1,4.113834381103516,7.764438629150391
19000,1542844351.048082,1.5156309604644775,32.1,4.1135406494140625,7.764732360839844
20000,1542844352.5324566,1.4843745231628418,34.4,4.113544464111328,7.764728546142578
21000,1542844354.032452,1.499995470046997,34.9,4.113582611083984,7.764690399169922
22000,1542844355.548078,1.5156259536743164,34.8,4.112586975097656,7.76568603515625
23000,1542844357.048072,1.4999940395355225,36.1,4.112606048583984,7.765666961669922
24000,1542844358.5324538,1.4843816757202148,36.7,4.112342834472656,7.76593017578125
25000,1542844360.0480754,1.5156216621398926,34.8,4.111625671386719,7.7666473388671875
26000,1542844361.89183,1.843754529953003,58.1,4.139804840087891,7.738468170166016
27000,1542844363.5949564,1.6875016689300537,48.6,4.118854522705078,7.759418487548828
28000,1542844365.0793264,1.4843699932098389,35.3,4.118816375732422,7.759456634521484
29000,1542844366.5793304,1.5000040531158447,36.2,4.118824005126953,7.759449005126953
30000,1542844368.0793304,1.5,36.1,4.11865234375,7.759620666503906
31000,1542844369.6105795,1.5312490463256836,36.7,4.118614196777344,7.7596588134765625
32000,1542844371.1105828,1.5000033378601074,33.8,4.118625640869141,7.759647369384766
33000,1542844372.5949516,1.4843688011169434,34.3,4.118526458740234,7.759746551513672
34000,1542844374.0949566,1.5000050067901611,35.2,4.118537902832031,7.759735107421875
35000,1542844375.5949488,1.4999921321868896,34.4,4.118370056152344,7.7599029541015625
36000,1542844377.3137054,1.7187566757202148,50.3,4.144367218017578,7.733905792236328
37000,1542844379.149893,1.8361876010894775,56.2,4.126651763916016,7.751621246337891
38000,1542844380.8998911,1.7499980926513672,52.7,4.130828857421875,7.747444152832031
39000,1542844382.7123928,1.8125016689300537,57.9,4.141838073730469,7.7364349365234375
40000,1542844384.1967695,1.4843766689300537,35.4,4.14251708984375,7.735755920410156
41000,1542844385.696771,1.5000014305114746,36.5,4.143253326416016,7.735019683837891
42000,1542844387.1967735,1.5000026226043701,35.6,4.143577575683594,7.7346954345703125
43000,1542844388.696771,1.4999973773956299,35.6,4.143608093261719,7.7346649169921875
44000,1542844390.2123873,1.5156164169311523,36.5,4.142940521240234,7.735332489013672
45000,1542844391.6967638,1.4843764305114746,35.0,4.142780303955078,7.735492706298828
46000,1542844393.520047,1.8232831954956055,54.3,4.170204162597656,7.70806884765625
47000,1542844395.3169246,1.7968776226043701,54.6,4.158313751220703,7.719959259033203
48000,1542844396.8013015,1.4843769073486328,35.5,4.153156280517578,7.725116729736328
49000,1542844398.3012905,1.4999890327453613,34.6,4.153026580810547,7.725246429443359
50000,1542844399.8481734,1.5468828678131104,36.8,4.153308868408203,7.724964141845703
51000,1542844401.3481734,1.5,32.8,4.1530609130859375,7.725212097167969
52000,1542844402.8481739,1.5000004768371582,33.6,4.152976989746094,7.7252960205078125
53000,1542844404.3481755,1.5000016689300537,34.4,4.152896881103516,7.725376129150391
54000,1542844405.8325443,1.4843688011169434,36.6,4.152927398681641,7.725345611572266
55000,1542844407.3325405,1.4999961853027344,34.4,4.152740478515625,7.725532531738281
56000,1542844409.0200474,1.687506914138794,46.8,4.174407958984375,7.703865051269531
57000,1542844410.910674,1.8906266689300537,61.0,4.164375305175781,7.713897705078125
58000,1542844412.4262962,1.5156221389770508,35.3,4.1605987548828125,7.717674255371094
59000,1542844413.9262981,1.5000019073486328,35.2,4.160636901855469,7.7176361083984375
60000,1542844415.4106753,1.484377145767212,34.6,4.160640716552734,7.717632293701172
61000,1542844416.9262989,1.5156235694885254,36.0,4.160999298095703,7.717273712158203
62000,1542844418.426291,1.4999921321868896,36.7,4.161014556884766,7.717258453369141
63000,1542844419.941917,1.5156259536743164,33.7,4.16131591796875,7.716957092285156
64000,1542844421.4106648,1.468747854232788,34.4,4.161312103271484,7.716960906982422
65000,1542844422.9419236,1.5312588214874268,38.9,4.161460876464844,7.7168121337890625
66000,1542844424.4887984,1.546874761581421,39.6,4.168254852294922,7.710018157958984
67000,1542844426.395046,1.906247615814209,58.9,4.199131011962891,7.679141998291016
68000,1542844428.0044236,1.6093776226043701,40.8,4.169761657714844,7.7085113525390625
69000,1542844429.5825458,1.5781221389770508,39.0,4.169696807861328,7.708576202392578
70000,1542844431.082551,1.5000052452087402,36.8,4.169513702392578,7.708759307861328
71000,1542844432.5825484,1.4999973773956299,34.6,4.16937255859375,7.708900451660156
72000,1542844434.0825408,1.4999923706054688,35.7,4.169349670410156,7.70892333984375
73000,1542844435.582542,1.5000011920928955,35.7,4.169223785400391,7.709049224853516
74000,1542844437.0825486,1.5000066757202148,35.7,4.169166564941406,7.7091064453125
75000,1542844438.5849588,1.5024101734161377,32.6,4.169017791748047,7.709255218505859
76000,1542844440.1005895,1.5156307220458984,34.0,4.168308258056641,7.709964752197266
77000,1542844441.9912112,1.8906216621398926,58.9,4.1961669921875,7.682106018066406
78000,1542844443.6943328,1.7031216621398926,51.1,4.1691436767578125,7.709129333496094
79000,1542844445.194339,1.5000061988830566,35.4,4.1688995361328125,7.709373474121094
80000,1542844446.6943357,1.4999966621398926,36.2,4.168769836425781,7.709503173828125
81000,1542844448.2099605,1.515624761581421,34.5,4.168720245361328,7.709552764892578
82000,1542844449.7255886,1.5156280994415283,35.7,4.168712615966797,7.709560394287109
83000,1542844451.2255917,1.5000030994415283,36.1,4.168697357177734,7.709575653076172
84000,1542844452.725588,1.4999964237213135,33.1,4.168731689453125,7.709541320800781
85000,1542844454.2255907,1.5000026226043701,37.1,4.1684417724609375,7.709831237792969
86000,1542844455.7412088,1.515618085861206,35.6,4.168357849121094,7.7099151611328125
87000,1542844457.5224617,1.7812528610229492,53.6,4.184177398681641,7.694095611572266
88000,1542844459.303706,1.7812442779541016,53.9,4.172779083251953,7.705493927001953
89000,1542844460.8662095,1.5625035762786865,38.2,4.1678009033203125,7.710472106933594
90000,1542844462.3818386,1.5156290531158447,34.5,4.167518615722656,7.71075439453125
91000,1542844463.8662057,1.4843671321868896,34.8,4.1674041748046875,7.710868835449219
92000,1542844465.3662148,1.5000090599060059,34.6,4.167289733886719,7.7109832763671875
93000,1542844466.8662136,1.4999988079071045,34.9,4.167247772216797,7.711025238037109
