index,time_taken
0,3.831188917160034
1,3.946589231491089
2,3.188133955001831
3,4.356065273284912
4,3.651232957839966
5,4.141002655029297
6,3.4120423793792725
7,4.482081890106201
8,4.883930206298828
9,3.7054622173309326
10,4.212721109390259
11,3.9327754974365234
12,3.8937907218933105
13,4.563355445861816
14,3.97324800491333
15,4.197861909866333
16,3.9344558715820312
17,4.421634197235107
18,4.263188600540161
19,3.2329037189483643
20,3.7796008586883545
21,4.140206575393677
22,3.6936891078948975
23,4.038686990737915
24,4.308914422988892
25,3.927855968475342
26,4.1094653606414795
27,3.905648946762085
28,4.302427291870117
29,4.189485311508179
30,4.073333978652954
31,4.329541444778442
32,4.473511219024658
33,3.5063564777374268
34,5.100732803344727
35,4.558687925338745
36,3.767216682434082
37,3.7251360416412354
38,4.374448776245117
39,3.794468641281128
40,4.255542755126953
41,4.767562627792358
42,4.849909543991089
43,4.420376300811768
44,4.496449708938599
45,4.052201509475708
46,4.040306329727173
47,3.9497644901275635
48,3.8359947204589844
49,4.191795110702515
50,3.8884432315826416
51,3.598198413848877
52,4.0898520946502686
53,4.391772031784058
54,4.25495719909668
55,4.364069223403931
56,3.4192280769348145
57,4.617514371871948
58,3.83063006401062
59,4.673896551132202
60,4.756812810897827
61,3.7009129524230957
62,4.8383119106292725
63,3.9730210304260254
64,4.2196478843688965
65,3.8930044174194336
66,3.815002202987671
67,3.7882232666015625
68,5.01927375793457
69,3.976787567138672
70,3.422269821166992
71,4.613788604736328
72,3.988656997680664
73,4.229383945465088
74,4.303773403167725
75,3.906219720840454
76,4.075972318649292
77,4.263201475143433
78,3.9847371578216553
79,4.2959303855896
80,3.9542062282562256
81,4.074927568435669
82,3.9479212760925293
83,4.282748699188232
84,3.8885509967803955
85,3.8397109508514404
86,4.115580797195435
87,4.414016246795654
88,4.36988639831543
89,4.215006351470947
90,3.8848793506622314
91,3.965095043182373
92,4.329587459564209
93,3.9696619510650635
94,4.368978261947632
95,4.273979187011719
96,4.276850938796997
97,4.473496675491333
98,4.4695868492126465
99,4.595945119857788
