index,time_taken
0,46.74161911010742
1,45.36205291748047
2,46.03082323074341
3,44.56731581687927
4,45.01755475997925
5,47.109193325042725
6,45.360822677612305
7,46.19453001022339
8,44.7558114528656
9,47.033050775527954
10,46.46856665611267
11,44.28980493545532
12,45.24565768241882
13,45.605157136917114
14,47.86639976501465
15,45.59170436859131
16,47.09704852104187
17,47.252849817276
18,47.66008639335632
19,45.410751819610596
20,40.43717670440674
21,47.23337960243225
22,43.65900421142578
23,45.876139402389526
24,47.13107347488403
25,45.296987771987915
26,45.966177463531494
27,47.670756816864014
28,46.69346618652344
29,46.68327498435974
30,46.15340733528137
31,49.187296867370605
32,42.982645750045776
33,45.802433252334595
34,46.21148347854614
35,44.84753966331482
36,45.64220404624939
37,45.96826481819153
38,45.683717489242554
39,45.10790491104126
40,47.03886699676514
41,45.043015003204346
42,46.50499176979065
43,45.416680335998535
44,44.754724740982056
45,46.5497944355011
46,47.839396238327026
47,46.442450284957886
48,44.743168592453
49,40.95314431190491
50,46.5983464717865
51,46.4071364402771
52,47.36425280570984
53,42.87330651283264
54,46.09754157066345
55,42.515219926834106
56,45.67501950263977
57,46.30863070487976
58,47.69917702674866
59,45.28841519355774
60,46.99499726295471
61,45.478230476379395
62,46.26623034477234
63,44.945210218429565
64,44.628159523010254
65,47.123655796051025
66,42.456122159957886
67,44.831416845321655
68,44.36996269226074
69,45.25953793525696
70,45.60773229598999
71,46.36693096160889
72,45.78541970252991
73,46.55723309516907
74,46.085906744003296
75,50.62165546417236
76,47.9092321395874
77,49.051085233688354
78,45.190470457077026
79,46.080084562301636
80,47.590752363204956
81,46.58005666732788
82,49.22794246673584
83,47.633485317230225
84,45.1295804977417
85,45.69512724876404
86,46.77229714393616
87,45.254109621047974
88,45.102405071258545
89,44.98318266868591
90,43.10033321380615
91,44.72238755226135
92,44.96664834022522
93,48.11536002159119
94,47.74480581283569
95,48.78194808959961
96,45.74365425109863
97,43.8911874294281
98,47.50054311752319
99,43.58921432495117
